,gene_name,GO_index,bnumber,go_name
124,ddlB,GO:0008716,b0092,D-alanine-D-alanine ligase activity
125,ftsQ,GO:0051301,b0093,cell division
126,ftsQ,GO:0000917,b0093,division septum assembly
127,ftsQ,GO:0005886,b0093,plasma membrane
128,ftsQ,GO:0016021,b0093,integral component of membrane
129,ftsA,GO:0032153,b0094,cell division site
130,ftsA,GO:0051301,b0094,cell division
131,ftsA,GO:0051301,b0094,cell division
132,ftsZ,GO:0003924,b0095,GTPase activity
133,ftsZ,GO:0005737,b0095,cytoplasm
134,ftsZ,GO:0051258,b0095,protein polymerization
135,ftsZ,GO:0032153,b0095,cell division site
136,ftsZ,GO:0051301,b0095,cell division
137,ftsZ,GO:0005525,b0095,GTP binding
138,ftsZ,GO:0003924,b0095,GTPase activity
139,ftsZ,GO:0005525,b0095,GTP binding
140,ftsZ,GO:0005515,b0095,protein binding
141,ftsZ,GO:0005515,b0095,protein binding
142,ftsZ,GO:0005515,b0095,protein binding
143,ftsZ,GO:0051258,b0095,protein polymerization
144,lpxC,GO:0009245,b0096,lipid A biosynthetic process
145,lpxC,GO:0019213,b0096,deacetylase activity
146,secA,GO:0005515,b0098,protein binding
147,secA,GO:0065002,b0098,intracellular protein transmembrane transport
148,secA,GO:0015031,b0098,protein transport
149,secA,GO:0006605,b0098,protein targeting
150,secA,GO:0005737,b0098,cytoplasm
151,secA,GO:0005886,b0098,plasma membrane
152,secA,GO:0043952,b0098,protein transport by the Sec complex
153,nadC,GO:0005737,b0109,cytoplasm
154,nadC,GO:0004514,b0109,nicotinate-nucleotide diphosphorylase (carboxylating) activity
155,nadC,GO:0009435,b0109,NAD biosynthetic process
156,aceE,GO:0004738,b0114,pyruvate dehydrogenase activity
165,lpd,GO:0004148,b0116,dihydrolipoyl dehydrogenase activity
166,lpd,GO:0055114,b0116,oxidation-reduction process
167,lpd,GO:0006103,b0116,2-oxoglutarate metabolic process
168,lpd,GO:0008270,b0116,zinc ion binding
169,lpd,GO:0006090,b0116,pyruvate metabolic process
170,lpd,GO:0006103,b0116,2-oxoglutarate metabolic process
171,lpd,GO:0006090,b0116,pyruvate metabolic process
172,lpd,GO:0050660,b0116,flavin adenine dinucleotide binding
173,lpd,GO:0015036,b0116,disulfide oxidoreductase activity
174,lpd,GO:0005737,b0116,cytoplasm
175,acnB,GO:0003994,b0118,aconitate hydratase activity
176,acnB,GO:0006097,b0118,glyoxylate cycle
177,acnB,GO:0006099,b0118,tricarboxylic acid cycle
178,acnB,GO:0003729,b0118,mRNA binding
179,cueO,GO:0042597,b0123,periplasmic space
180,cueO,GO:0005507,b0123,copper ion binding
181,cueO,GO:0016722,b0123,"oxidoreductase activity, oxidizing metal ions"
182,hpt,GO:0004422,b0125,hypoxanthine phosphoribosyltransferase activity
183,hpt,GO:0032263,b0125,GMP salvage
184,hpt,GO:0032264,b0125,IMP salvage
185,hpt,GO:0004422,b0125,hypoxanthine phosphoribosyltransferase activity
186,can,GO:0004089,b0126,carbonate dehydratase activity
187,folK,GO:0003848,b0142,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity
188,pcnB,GO:0004652,b0143,polynucleotide adenylyltransferase activity
189,pcnB,GO:0009451,b0143,RNA modification
190,pcnB,GO:0006397,b0143,mRNA processing
191,pcnB,GO:0006276,b0143,plasmid maintenance
192,pcnB,GO:0006378,b0143,mRNA polyadenylation
193,pcnB,GO:0009451,b0143,RNA modification
194,pcnB,GO:0003723,b0143,RNA binding
195,pcnB,GO:0009451,b0143,RNA modification
196,pcnB,GO:0005737,b0143,cytoplasm
197,pcnB,GO:0005737,b0143,cytoplasm
198,mrcB,GO:0008955,b0149,peptidoglycan glycosyltransferase activity
199,mrcB,GO:0009002,b0149,serine-type D-Ala-D-Ala carboxypeptidase activity
200,fhuA,GO:0046790,b0150,virion binding
201,fhuA,GO:0015643,b0150,toxic substance binding
202,fhuA,GO:0046790,b0150,virion binding
203,fhuA,GO:0005506,b0150,iron ion binding
204,fhuA,GO:0048037,b0150,cofactor binding
205,btuF,GO:0042597,b0158,periplasmic space
206,btuF,GO:0031419,b0158,cobalamin binding
207,btuF,GO:0015889,b0158,cobalamin transport
208,dgt,GO:0008832,b0160,dGTPase activity
209,dgt,GO:0003924,b0160,GTPase activity
210,dgt,GO:0030145,b0160,manganese ion binding
211,dgt,GO:0050897,b0160,cobalt ion binding
212,degP,GO:0006979,b0161,response to oxidative stress
213,degP,GO:0030288,b0161,outer membrane-bounded periplasmic space
214,degP,GO:0006508,b0161,proteolysis
215,degP,GO:0004252,b0161,serine-type endopeptidase activity
216,degP,GO:0004252,b0161,serine-type endopeptidase activity
217,degP,GO:0006515,b0161,protein quality control for misfolded or incompletely synthesized proteins
218,degP,GO:0009266,b0161,response to temperature stimulus
219,degP,GO:0006457,b0161,protein folding
220,rpsB,GO:0022627,b0169,cytosolic small ribosomal subunit
221,rpsB,GO:0008270,b0169,zinc ion binding
222,tsf,GO:0008270,b0170,zinc ion binding
223,rseP,GO:0005887,b0176,integral component of plasma membrane
224,bamA,GO:0043165,b0177,Gram-negative-bacterium-type cell outer membrane assembly
225,bamA,GO:0005515,b0177,protein binding
226,skp,GO:0006457,b0178,protein folding
227,skp,GO:0030288,b0178,outer membrane-bounded periplasmic space
228,lpxD,GO:0016410,b0179,N-acyltransferase activity
229,lpxD,GO:0009245,b0179,lipid A biosynthetic process
230,lpxD,GO:0016410,b0179,N-acyltransferase activity
231,lpxA,GO:0008780,b0181,acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity
232,lpxA,GO:0005737,b0181,cytoplasm
233,lpxB,GO:0019897,b0182,extrinsic component of plasma membrane
234,lpxB,GO:0005543,b0182,phospholipid binding
235,lpxB,GO:0008915,b0182,lipid-A-disaccharide synthase activity
236,lpxB,GO:0009245,b0182,lipid A biosynthetic process
237,lpxB,GO:0009245,b0182,lipid A biosynthetic process
238,dnaE,GO:0008408,b0184,3'-5' exonuclease activity
239,dnaE,GO:0003887,b0184,DNA-directed DNA polymerase activity
240,dnaE,GO:0005737,b0184,cytoplasm
241,dnaE,GO:0003887,b0184,DNA-directed DNA polymerase activity
242,accA,GO:0006633,b0185,fatty acid biosynthetic process
243,accA,GO:0042759,b0185,long-chain fatty acid biosynthetic process
244,accA,GO:0005737,b0185,cytoplasm
245,ldcC,GO:0008923,b0186,lysine decarboxylase activity
246,ldcC,GO:0006554,b0186,lysine catabolic process
247,tilS,GO:0006400,b0188,tRNA modification
248,tilS,GO:0032267,b0188,tRNA(Ile)-lysidine synthase activity
249,metN,GO:0005524,b0199,ATP binding
250,metN,GO:0016887,b0199,ATPase activity
251,metN,GO:0048474,b0199,D-methionine transmembrane transporter activity
252,mltD,GO:0051353,b0211,positive regulation of oxidoreductase activity
253,mltD,GO:0008933,b0211,lytic transglycosylase activity
254,mltD,GO:0016020,b0211,membrane
255,rnhA,GO:0004523,b0214,RNA-DNA hybrid ribonuclease activity
256,rnhA,GO:0003676,b0214,nucleic acid binding
257,rnhA,GO:0004519,b0214,endonuclease activity
258,dinB,GO:0006974,b0231,cellular response to DNA damage stimulus
259,dinB,GO:0003887,b0231,DNA-directed DNA polymerase activity
260,dinB,GO:0000731,b0231,DNA synthesis involved in DNA repair
261,dinB,GO:0005737,b0231,cytoplasm
262,yafN,GO:0006974,b0232,cellular response to DNA damage stimulus
263,pepD,GO:0043171,b0237,peptide catabolic process
264,mmuM,GO:0006974,b0261,cellular response to DNA damage stimulus
265,argF,GO:0006974,b0273,cellular response to DNA damage stimulus
266,paoC,GO:0005515,b0284,protein binding
267,paoC,GO:0006974,b0284,cellular response to DNA damage stimulus
268,paoB,GO:0005515,b0285,protein binding
269,paoA,GO:0005515,b0286,protein binding
270,betT,GO:0006974,b0314,cellular response to DNA damage stimulus
271,prpC,GO:0019679,b0333,"propionate metabolic process, methylcitrate cycle"
272,prpC,GO:0050440,b0333,2-methylcitrate synthase activity
273,prpD,GO:0047547,b0334,2-methylcitrate dehydratase activity
274,prpD,GO:0019679,b0334,"propionate metabolic process, methylcitrate cycle"
275,cynS,GO:0005737,b0340,cytoplasm
281,mhpC,GO:0016787,b0349,hydrolase activity
282,mhpC,GO:0019439,b0349,aromatic compound catabolic process
283,mhpC,GO:0016787,b0349,hydrolase activity
284,mhpC,GO:0005737,b0349,cytoplasm
285,mhpD,GO:0019439,b0350,aromatic compound catabolic process
286,mhpD,GO:0008684,b0350,2-oxopent-4-enoate hydratase activity
287,mhpD,GO:0005737,b0350,cytoplasm
288,mhpF,GO:0005515,b0351,protein binding
289,mhpF,GO:0008774,b0351,acetaldehyde dehydrogenase (acetylating) activity
290,mhpE,GO:0005515,b0352,protein binding
291,frmA,GO:0005737,b0356,cytoplasm
292,frmA,GO:0004024,b0356,"alcohol dehydrogenase activity, zinc-dependent"
293,frmA,GO:0008270,b0356,zinc ion binding
294,frmA,GO:0051903,b0356,S-(hydroxymethyl)glutathione dehydrogenase activity
295,frmA,GO:0046294,b0356,formaldehyde catabolic process
296,yaiP,GO:0006974,b0363,cellular response to DNA damage stimulus
301,hemB,GO:0004655,b0369,porphobilinogen synthase activity
302,hemB,GO:0006783,b0369,heme biosynthetic process
303,ddlA,GO:0008716,b0381,D-alanine-D-alanine ligase activity
304,phoA,GO:0030613,b0383,"oxidoreductase activity, acting on phosphorus or arsenic in donors"
305,aroL,GO:0009073,b0388,aromatic amino acid family biosynthetic process
306,brnQ,GO:0015803,b0401,branched-chain amino acid transport
307,brnQ,GO:0015829,b0401,valine transport
308,brnQ,GO:0015818,b0401,isoleucine transport
309,brnQ,GO:0015820,b0401,leucine transport
310,secD,GO:0015031,b0408,protein transport
311,yajO,GO:0006772,b0419,thiamine metabolic process
312,xseB,GO:0008855,b0422,exodeoxyribonuclease VII activity
313,yajQ,GO:0005524,b0426,ATP binding
314,yajQ,GO:0000049,b0426,tRNA binding
315,cyoE,GO:0008495,b0428,protoheme IX farnesyltransferase activity
316,cyoE,GO:0048034,b0428,heme O biosynthetic process
317,cyoE,GO:0005886,b0428,plasma membrane
318,cyoB,GO:0005887,b0431,integral component of plasma membrane
319,cyoA,GO:0005887,b0432,integral component of plasma membrane
320,clpP,GO:0009408,b0437,response to heat
321,lon,GO:0004176,b0439,ATP-dependent peptidase activity
322,lon,GO:0016887,b0439,ATPase activity
323,lon,GO:0008233,b0439,peptidase activity
324,lon,GO:0006508,b0439,proteolysis
325,lon,GO:0004176,b0439,ATP-dependent peptidase activity
326,lon,GO:0005737,b0439,cytoplasm
327,lon,GO:0003677,b0439,DNA binding
328,lon,GO:0004252,b0439,serine-type endopeptidase activity
329,lon,GO:0009408,b0439,response to heat
330,hupB,GO:0003677,b0440,DNA binding
331,cof,GO:0017110,b0446,nucleoside-diphosphatase activity
332,cof,GO:0009228,b0446,thiamine biosynthetic process
333,tesB,GO:0047617,b0452,acyl-CoA hydrolase activity
334,acrA,GO:0015238,b0463,drug transmembrane transporter activity
335,dnaX,GO:0006260,b0470,DNA replication
336,dnaX,GO:0017111,b0470,nucleoside-triphosphatase activity
337,dnaX,GO:0043846,b0470,"DNA polymerase III, clamp loader complex"
338,dnaX,GO:0016887,b0470,ATPase activity
339,dnaX,GO:0030337,b0470,DNA polymerase processivity factor activity
340,dnaX,GO:0030337,b0470,DNA polymerase processivity factor activity
341,ybaB,GO:0003677,b0471,DNA binding
342,recR,GO:0000731,b0472,DNA synthesis involved in DNA repair
343,recR,GO:0009411,b0472,response to UV
344,htpG,GO:0009408,b0473,response to heat
345,htpG,GO:0006974,b0473,cellular response to DNA damage stimulus
346,adk,GO:0006412,b0474,translation
347,adk,GO:0006172,b0474,ADP biosynthetic process
348,adk,GO:0008654,b0474,phospholipid biosynthetic process
349,adk,GO:0032774,b0474,RNA biosynthetic process
350,adk,GO:0004017,b0474,adenylate kinase activity
351,adk,GO:0000287,b0474,magnesium ion binding
352,hemH,GO:0004325,b0475,ferrochelatase activity
353,hemH,GO:0009416,b0475,response to light stimulus
354,hemH,GO:0004325,b0475,ferrochelatase activity
355,hemH,GO:0004325,b0475,ferrochelatase activity
356,hemH,GO:0006783,b0475,heme biosynthetic process
357,hemH,GO:0009416,b0475,response to light stimulus
358,hemH,GO:0006783,b0475,heme biosynthetic process
359,hemH,GO:0046501,b0475,protoporphyrinogen IX metabolic process
360,aes,GO:0034338,b0476,short-chain carboxylesterase activity
361,aes,GO:0005737,b0476,cytoplasm
362,aes,GO:0016787,b0476,hydrolase activity
363,fsr,GO:0006974,b0479,cellular response to DNA damage stimulus
364,copA,GO:0031224,b0484,intrinsic component of membrane
365,copA,GO:0015662,b0484,"ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism"
366,copA,GO:0015662,b0484,"ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism"
367,copA,GO:0006825,b0484,copper ion transport
368,copA,GO:0010273,b0484,detoxification of copper ion
369,copA,GO:0016887,b0484,ATPase activity
370,glsA,GO:0004359,b0485,glutaminase activity
371,glsA,GO:0045926,b0485,negative regulation of growth
372,allR,GO:0006974,b0506,cellular response to DNA damage stimulus
373,glxR,GO:0006974,b0509,cellular response to DNA damage stimulus
374,allB,GO:0004038,b0512,allantoinase activity
375,allB,GO:0005737,b0512,cytoplasm
376,purK,GO:0004638,b0522,phosphoribosylaminoimidazole carboxylase activity
377,lpxH,GO:0008758,b0524,"UDP-2,3-diacylglucosamine hydrolase activity"
378,lpxH,GO:0009245,b0524,lipid A biosynthetic process
379,cysS,GO:0008270,b0526,zinc ion binding
380,cysS,GO:0046872,b0526,metal ion binding
381,cysS,GO:0005524,b0526,ATP binding
382,cysS,GO:0004812,b0526,aminoacyl-tRNA ligase activity
383,cysS,GO:0016874,b0526,ligase activity
384,cysS,GO:0004817,b0526,cysteine-tRNA ligase activity
385,cysS,GO:0006423,b0526,cysteinyl-tRNA aminoacylation
386,emrE,GO:0006805,b0543,xenobiotic metabolic process
387,emrE,GO:0016020,b0543,membrane
388,emrE,GO:0042493,b0543,response to drug
389,emrE,GO:0015297,b0543,antiporter activity
390,emrE,GO:0016021,b0543,integral component of membrane
391,emrE,GO:0006974,b0543,cellular response to DNA damage stimulus
392,ompT,GO:0031230,b0565,intrinsic component of cell outer membrane
393,ompT,GO:0004175,b0565,endopeptidase activity
394,ompT,GO:0006508,b0565,proteolysis
395,ompT,GO:0031230,b0565,intrinsic component of cell outer membrane
396,ompT,GO:0004252,b0565,serine-type endopeptidase activity
397,cusS,GO:0016020,b0570,membrane
398,cusS,GO:0016310,b0570,phosphorylation
399,cusS,GO:0000155,b0570,phosphorelay sensor kinase activity
400,cusS,GO:0016020,b0570,membrane
401,cusC,GO:0046688,b0572,response to copper ion
402,cusF,GO:0042597,b0573,periplasmic space
403,cusF,GO:0005507,b0573,copper ion binding
404,cusF,GO:0016530,b0573,metallochaperone activity
405,cusB,GO:0046688,b0574,response to copper ion
406,cusA,GO:0046688,b0575,response to copper ion
407,cusA,GO:0010272,b0575,response to silver ion
408,pheP,GO:0015823,b0576,phenylalanine transport
409,ybdG,GO:0006970,b0577,response to osmotic stress
411,entD,GO:0031226,b0583,intrinsic component of plasma membrane
412,entD,GO:0005887,b0583,integral component of plasma membrane
413,fes,GO:0008849,b0585,enterochelin esterase activity
414,entS,GO:0042930,b0591,enterobactin transport
415,fepB,GO:0006974,b0592,cellular response to DNA damage stimulus
416,entC,GO:0009239,b0593,enterobactin biosynthetic process
417,entC,GO:0008909,b0593,isochorismate synthase activity
418,entB,GO:0016765,b0595,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
419,dsbG,GO:0003756,b0604,protein disulfide isomerase activity
420,ahpC,GO:0004601,b0605,peroxidase activity
421,ahpC,GO:0005737,b0605,cytoplasm
422,ahpC,GO:0009970,b0605,cellular response to sulfate starvation
423,ahpC,GO:0032843,b0605,hydroperoxide reductase activity
424,ahpC,GO:0016684,b0605,"oxidoreductase activity, acting on peroxide as acceptor"
428,uspG,GO:0005737,b0607,cytoplasm
429,uspG,GO:0046777,b0607,protein autophosphorylation
430,uspG,GO:0005515,b0607,protein binding
431,uspG,GO:0004017,b0607,adenylate kinase activity
432,uspG,GO:0018117,b0607,protein adenylylation
433,dcuC,GO:0015740,b0621,C4-dicarboxylate transport
434,cspE,GO:0003723,b0623,RNA binding
435,cspE,GO:0003697,b0623,single-stranded DNA binding
436,cspE,GO:0001072,b0623,"transcription antitermination factor activity, RNA binding"
437,cspE,GO:0060567,b0623,"negative regulation of DNA-templated transcription, termination"
438,tatE,GO:0008565,b0627,protein transporter activity
439,lipA,GO:0016992,b0628,lipoate synthase activity
440,lipA,GO:0005737,b0628,cytoplasm
441,lipA,GO:0051539,b0628,"4 iron, 4 sulfur cluster binding"
442,lipA,GO:0009249,b0628,protein lipoylation
443,lipA,GO:0009107,b0628,lipoate biosynthetic process
444,lipB,GO:0016740,b0630,transferase activity
445,lipB,GO:0006464,b0630,cellular protein modification process
446,lipB,GO:0003824,b0630,catalytic activity
447,lipB,GO:0009107,b0630,lipoate biosynthetic process
448,lipB,GO:0009106,b0630,lipoate metabolic process
449,lipB,GO:0010629,b0630,negative regulation of gene expression
450,dacA,GO:0009002,b0632,serine-type D-Ala-D-Ala carboxypeptidase activity
451,dacA,GO:0009002,b0632,serine-type D-Ala-D-Ala carboxypeptidase activity
452,dacA,GO:0005887,b0632,integral component of plasma membrane
453,mrdB,GO:0008360,b0634,regulation of cell shape
454,mrdA,GO:0071972,b0635,"peptidoglycan L,D-transpeptidase activity"
455,mrdA,GO:0046677,b0635,response to antibiotic
456,mrdA,GO:0005887,b0635,integral component of plasma membrane
457,mrdA,GO:0008658,b0635,penicillin binding
458,mrdA,GO:0008360,b0635,regulation of cell shape
459,lptE,GO:0005515,b0641,protein binding
460,lptE,GO:0043165,b0641,Gram-negative-bacterium-type cell outer membrane assembly
461,lptE,GO:0015920,b0641,lipopolysaccharide transport
462,rihA,GO:0047405,b0651,pyrimidine-5'-nucleotide nucleosidase activity
463,rihA,GO:0005509,b0651,calcium ion binding
464,rihA,GO:0005515,b0651,protein binding
465,ybeY,GO:0006412,b0659,translation
466,ybeY,GO:0016151,b0659,nickel cation binding
467,ubiF,GO:0008682,b0662,"2-octoprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase activity"
468,asnB,GO:0005737,b0674,cytoplasm
469,asnB,GO:0008652,b0674,cellular amino acid biosynthetic process
470,asnB,GO:0006529,b0674,asparagine biosynthetic process
471,asnB,GO:0009063,b0674,cellular amino acid catabolic process
472,asnB,GO:0004066,b0674,asparagine synthase (glutamine-hydrolyzing) activity
473,asnB,GO:0005524,b0674,ATP binding
474,asnB,GO:0006541,b0674,glutamine metabolic process
475,asnB,GO:0016597,b0674,amino acid binding
476,asnB,GO:0005737,b0674,cytoplasm
477,nagE,GO:0006974,b0679,cellular response to DNA damage stimulus
478,fur,GO:0008270,b0683,zinc ion binding
479,fldA,GO:0005737,b0684,cytoplasm
480,ybfE,GO:0006974,b0685,cellular response to DNA damage stimulus
481,ybfF,GO:0016290,b0686,palmitoyl-CoA hydrolase activity
482,pgm,GO:0004614,b0688,phosphoglucomutase activity
483,kdpB,GO:0008556,b0697,potassium-transporting ATPase activity
484,kdpB,GO:0016021,b0697,integral component of membrane
485,kdpB,GO:0006813,b0697,potassium ion transport
486,nei,GO:0003906,b0714,DNA-(apurinic or apyrimidinic site) lyase activity
487,nei,GO:0008270,b0714,zinc ion binding
488,nei,GO:0003684,b0714,damaged DNA binding
489,nei,GO:0003684,b0714,damaged DNA binding
490,nei,GO:0006284,b0714,base-excision repair
491,nei,GO:0003906,b0714,DNA-(apurinic or apyrimidinic site) lyase activity
492,sdhC,GO:0008177,b0721,succinate dehydrogenase (ubiquinone) activity
493,sdhC,GO:0048039,b0721,ubiquinone binding
494,sdhA,GO:0045282,b0723,plasma membrane succinate dehydrogenase complex
495,sdhA,GO:0005886,b0723,plasma membrane
496,sdhA,GO:0000104,b0723,succinate dehydrogenase activity
497,sdhA,GO:0009055,b0723,electron transfer activity
498,sdhA,GO:0055114,b0723,oxidation-reduction process
499,sdhA,GO:0009060,b0723,aerobic respiration
500,sdhA,GO:0006099,b0723,tricarboxylic acid cycle
501,sdhA,GO:0050660,b0723,flavin adenine dinucleotide binding
502,sucB,GO:0045252,b0727,oxoglutarate dehydrogenase complex
503,sucB,GO:0006099,b0727,tricarboxylic acid cycle
